"history_times","mean","HDIlow","HDIup"
27.59052,0.414634146341463,0,2
20.59052,3.56762749445676,0,9
13.59052,15.5709534368071,5,27
6.590517,41.3370288248337,27,60
-0.4094828,92.0964523281596,73,112
-7.409483,15.2339246119734,9,24
